	St	Ht	Vt	N
41	99.9688036263	21.1670524091	21.2047187988	15
42	100.543427857	21.3439351269	21.2575378626	15
43	94.6342448904	20.7873289636	20.7026766066	15
44	93.184260116	20.3838333666	20.5624051161	15
45	81.9498782766	19.3778406687	19.4137861202	15
46	79.4231037049	19.3289326389	19.1387814595	15
47	109.456138601	21.9058992985	22.0479447733	15
48	126.024515558	23.3812787217	23.391504509	15
49	199.902646752	28.7983458196	28.0670078139	15
50	162.991797347	25.8107405854	25.945778432	15
51	83.0117678465	19.4620241847	19.5274052662	15
52	92.0226629369	20.2513801297	20.4487994829	15
53	155.341575575	25.43476898	25.4583458258	15
54	78.0556870031	19.3866679057	18.9871309123	15
55	158.894015692	25.7650228227	25.6870304643	15
56	93.4381798216	21.2414773896	20.5870916461	15
57	110.771226645	21.8898019723	22.1602460576	15
58	92.615933157	20.3497019185	20.50696076	15
59	149.030723228	24.9504186963	25.0415420516	15
60	213.707835985	28.7485060541	28.7790386261	15
61	142.792805407	24.3812248535	24.6154370351	15
62	157.069953062	25.5741727198	25.57012657	15
63	42.5093371956	14.1168458323	14.0604282052	15
64	136.354757451	24.1411687896	24.1597808691	15
65	54.4161207424	16.242507961	15.9732947297	15
66	90.2062677225	20.2972438887	20.2688946098	15
67	169.963290477	26.2171744251	26.3742073612	15
68	66.5540738982	17.4830311552	17.6233279132	15
69	157.487562873	25.5384552564	25.5969868984	15
70	103.307720246	21.7638538885	21.5083736106	15
71	74.6958145452	18.7426134173	18.6056271247	15
72	56.4179842348	16.2213022447	16.2633788681	15
73	129.169902169	23.2089901695	23.6305713519	15
74	147.638884776	24.7630878224	24.9477206046	15
